Year,Month,Date,Cancer group,Metric,Breakdown,Demographic,Data completeness,Statistic
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,4307
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,3405
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1385
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,9794
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,4193
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,2912
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,2999
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,3027
2018,March,Mar-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,5248
2018,March,Mar-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,27
2018,March,Mar-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,58
2018,March,Mar-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,58
2018,March,Mar-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,56
2018,March,Mar-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,174
2018,March,Mar-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,77
2018,March,Mar-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,148
2018,March,Mar-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,9
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,97
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,134
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,196
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1052
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,1959
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,970
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,1069
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,239
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,95
2018,March,Mar-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1065
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,522
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,541
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,340
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,263
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,1047
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,410
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,560
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,658
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,403
2018,March,Mar-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,554
2018,March,Mar-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,16
2018,March,Mar-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,83
2018,March,Mar-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,59
2018,March,Mar-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,55
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,184
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,243
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,202
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,70
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,624
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,444
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,61
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,130
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,95
2018,March,Mar-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,229
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,474
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,497
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,338
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,556
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,73
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,84
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,118
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,239
2018,March,Mar-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,476
2018,March,Mar-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,66
2018,March,Mar-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,130
2018,March,Mar-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,143
2018,March,Mar-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,373
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,951
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,609
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,636
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,851
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,547
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,205
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,597
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,1200
2018,March,Mar-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,321
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,25
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,277
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,154
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,611
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,444
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,175
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,33
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,12
2018,March,Mar-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,403
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,223
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,154
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,164
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,428
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,61
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,136
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,205
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,298
2018,March,Mar-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,269
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,NA
2018,March,Mar-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,NA
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,205
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,736
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,411
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,2207
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,859
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,392
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,814
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,448
2018,March,Mar-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1046
2018,March,Mar-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,184
2018,March,Mar-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,79
2018,March,Mar-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,86
2018,March,Mar-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,80
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,473
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,231
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,225
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,241
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,20
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,54
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,63
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,166
2018,March,Mar-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,263
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,288
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,458
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,245
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,697
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,365
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,176
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,142
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,71
2018,March,Mar-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,622
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,3986
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,4797
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,3030
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1270
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,10169
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,4338
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,2915
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,3239
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,3205
2018,April,Apr-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,5196
2018,April,Apr-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,28
2018,April,Apr-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,57
2018,April,Apr-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,49
2018,April,Apr-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,66
2018,April,Apr-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,173
2018,April,Apr-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,66
2018,April,Apr-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,123
2018,April,Apr-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,8
2018,April,Apr-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,94
2018,April,Apr-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,242
2018,April,Apr-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,147
