"","Date","Cancer group","Metric","Breakdown","Demographic","new","old","ndiff_newOld","propchange_newOld"
"240",Feb 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",230,226,4,0.02
"241",Feb 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",172,172,0,0
"242",Feb 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",99,99,0,0
"243",Feb 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",158,NA,NA,NA
"244",Feb 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",405,NA,NA,NA
"245",Feb 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",49,NA,NA,NA
"246",Feb 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",37,NA,NA,NA
"247",Mar 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",5137,5046,91,0.02
"248",Mar 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",1428,1428,0,0
"249",Mar 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",3166,3168,-2,0
"250",Mar 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",3084,3076,8,0
"251",Mar 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",270,NA,NA,NA
"252",Mar 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",320,NA,NA,NA
"253",Mar 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",199,NA,NA,NA
"254",Mar 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",56,NA,NA,NA
"255",Mar 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",386,NA,NA,NA
"256",Mar 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",23,19,4,0.21
"257",Mar 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",54,54,0,0
"258",Mar 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",148,117,31,0.26
"259",Mar 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",123,121,2,0.02
"260",Mar 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",123,115,8,0.07
"261",Mar 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",136,135,1,0.01
"262",Mar 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1987,1987,0,0
"263",Mar 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",1199,1198,1,0
"264",Mar 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",258,257,1,0
"265",Mar 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",835,826,9,0.01
"266",Mar 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",31,NA,NA,NA
"267",Mar 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",29,NA,NA,NA
"268",Mar 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",44,NA,NA,NA
"269",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",615,570,45,0.08
"270",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",298,293,5,0.02
"271",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1119,1119,0,0
"272",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",486,486,0,0
"273",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",719,718,1,0
"274",Mar 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",532,473,59,0.12
"275",Mar 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",27,26,1,0.04
"276",Mar 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",34,34,0,0
"277",Mar 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",244,224,20,0.09
"278",Mar 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",162,161,1,0.01
"279",Mar 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",649,648,1,0
"280",Mar 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",60,60,0,0
"281",Mar 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",123,123,0,0
"282",Mar 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",637,609,28,0.05
"283",Mar 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",585,585,0,0
"284",Mar 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",81,81,0,0
"285",Mar 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",100,100,0,0
"286",Mar 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",549,525,24,0.05
"287",Mar 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",68,59,9,0.15
"288",Mar 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",114,113,1,0.01
"289",Mar 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",27,NA,NA,NA
"290",Mar 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",16,NA,NA,NA
"291",Mar 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",28,NA,NA,NA
"292",Mar 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",20,NA,NA,NA
"293",Mar 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",214,NA,NA,NA
"294",Mar 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",198,NA,NA,NA
"295",Mar 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",203,NA,NA,NA
"296",Mar 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",102,NA,NA,NA
"297",Mar 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",281,NA,NA,NA
"298",Mar 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",51,NA,NA,NA
"299",Mar 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",89,NA,NA,NA
"300",Mar 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",118,NA,NA,NA
"301",Mar 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","TWW",76,NA,NA,NA
"302",Mar 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",639,630,9,0.01
"303",Mar 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","TWW",823,822,1,0
"304",Mar 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",532,532,0,0
"305",Mar 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",612,612,0,0
"306",Mar 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",368,253,115,0.45
"307",Mar 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",63,NA,NA,NA
"308",Mar 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",36,NA,NA,NA
"309",Mar 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",33,32,1,0.03
"310",Mar 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",82,82,0,0
"311",Mar 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",190,190,0,0
"312",Mar 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",18,18,0,0
"313",Mar 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",112,NA,NA,NA
"314",Mar 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",121,NA,NA,NA
"315",Mar 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",56,NA,NA,NA
"316",Mar 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",20,NA,NA,NA
"317",Mar 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",52,NA,NA,NA
"318",Mar 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","TWW",93,NA,NA,NA
"319",Mar 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",206,NA,NA,NA
"320",Mar 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",283,NA,NA,NA
"321",Mar 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",69,NA,NA,NA
"322",Mar 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",80,NA,NA,NA
"323",Mar 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",422,NA,NA,NA
"324",Mar 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",154,NA,NA,NA
"325",Mar 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","Other",127,NA,NA,NA
"326",Mar 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",109,NA,NA,NA
"327",Mar 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",221,NA,NA,NA
"328",Mar 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",211,208,3,0.01
"329",Mar 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","TWW",417,416,1,0
"330",Mar 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",68,68,0,0
"331",Mar 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",221,221,0,0
"332",Mar 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",322,294,28,0.1
"333",Mar 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",NA,NA,NA,NA
"334",Mar 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","Other",NA,NA,NA,NA
"335",Mar 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",NA,NA,NA,NA
"336",Mar 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",NA,NA,NA,NA
"337",Mar 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",90,NA,NA,NA
"338",Mar 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","TWW",170,NA,NA,NA
"339",Mar 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",20,NA,NA,NA
"340",Mar 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",76,NA,NA,NA
"341",Mar 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",127,NA,NA,NA
"342",Mar 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","TWW",142,NA,NA,NA
"343",Mar 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",35,NA,NA,NA
"344",Mar 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",68,NA,NA,NA
"345",Mar 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",310,NA,NA,NA
"346",Mar 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",259,246,13,0.05
"347",Mar 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",307,307,0,0
"348",Mar 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",944,945,-1,0
"349",Mar 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",833,832,1,0
"350",Mar 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",913,901,12,0.01
"351",Mar 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",118,NA,NA,NA
"352",Mar 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","Other",61,NA,NA,NA
"353",Mar 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",59,NA,NA,NA
"354",Mar 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",88,NA,NA,NA
"355",Mar 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",36,NA,NA,NA
"356",Mar 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","TWW",107,NA,NA,NA
"357",Mar 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",185,204,-19,-0.09
"358",Mar 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","Other",79,84,-5,-0.06
"359",Mar 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",624,531,93,0.18
"360",Mar 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","Other",202,191,11,0.06
"361",Mar 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",50,51,-1,-0.02
"362",Mar 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",178,177,1,0.01
"363",Mar 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",566,553,13,0.02
"364",Mar 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",674,674,0,0
"365",Mar 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",402,402,0,0
"366",Mar 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",158,158,0,0
"367",Mar 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",667,614,53,0.09
"368",Mar 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",61,NA,NA,NA
"369",Mar 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","Other",51,NA,NA,NA
"370",Mar 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",399,NA,NA,NA
"371",Mar 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",61,NA,NA,NA
"372",Mar 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",98,NA,NA,NA
"373",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",4491,4041,450,0.11
"374",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Other",2945,2889,56,0.02
"375",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","TWW",9946,9944,2,0
"376",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",4702,4697,5,0
"377",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",3126,3123,3,0
"378",Apr 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",4940,4576,364,0.08
"379",Apr 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",139,NA,NA,NA
"380",Apr 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","Other",97,NA,NA,NA
"381",Apr 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",157,NA,NA,NA
"382",Apr 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",33,NA,NA,NA
"383",Apr 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",64,63,1,0.02
"384",Apr 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","TWW",60,59,1,0.02
"385",Apr 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",89,85,4,0.05
"386",Apr 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","TWW",6,6,0,0
"387",Apr 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",228,228,0,0
"388",Apr 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Screening",1138,1138,0,0
"389",Apr 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",1115,1115,0,0
"390",Apr 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",102,101,1,0.01
"391",Apr 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",34,NA,NA,NA
"392",Apr 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Screening",91,NA,NA,NA
"393",Apr 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",573,568,5,0.01
"394",Apr 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Screening",265,265,0,0
"395",Apr 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",592,587,5,0.01
"396",Apr 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",469,467,2,0
"397",Apr 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",113,112,1,0.01
"398",Apr 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",70,70,0,0
"399",Apr 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",351,345,6,0.02
"400",Apr 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Screening",91,91,0,0
"401",Apr 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",503,503,0,0
"402",Apr 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",165,164,1,0.01
"403",Apr 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",273,253,20,0.08
"404",Apr 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",613,545,68,0.12
"405",Apr 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","Other",256,251,5,0.02
"406",Apr 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",81,81,0,0
"407",Apr 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",218,218,0,0
"408",Apr 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",145,143,2,0.01
